节点编号,X坐标（米）,Y坐标（米）,Z坐标（米）
A0,0,0,-300.4
B1,6.1078,8.407,-300.2202
C1,9.8827,-3.211,-300.2202
D1,0,-10.391,-300.2202
E1,-9.8827,-3.211,-300.2202
A1,-6.1078,8.407,-300.2202
A3,0,16.818,-299.9289
B2,12.2084,16.804,-299.6811
B3,15.9942,5.197,-299.9289
C2,19.7536,-6.418,-299.6811
C3,9.885,-13.605,-299.9289
D2,0,-20.77,-299.6811
D3,-9.885,-13.605,-299.9289
E2,-19.7536,-6.418,-299.6811
E3,-15.9942,5.197,-299.9289
A2,-12.2084,16.804,-299.6811
A5,-6.1079,25.236,-299.2759
A6,6.1079,25.236,-299.2759
B4,18.2943,25.18,-298.7833
B5,22.1129,13.607,-299.2759
B6,25.8877,1.99,-299.2759
C4,29.6008,-9.617,-298.7833
C5,19.7744,-16.825,-299.2759
C6,9.8916,-24.006,-299.2759
D4,0,-31.124,-298.7833
D5,-9.8916,-24.006,-299.2759
D6,-19.7744,-16.825,-299.2759
E4,-29.6008,-9.617,-298.7833
E5,-25.8877,1.99,-299.2759
E6,-22.1129,13.607,-299.2759
A4,-18.2943,25.18,-298.7833
A8,-12.1892,33.61,-298.265
A9,0,33.638,-298.5108
A10,12.1892,33.61,-298.265
B7,24.3583,33.527,-297.5279
B8,28.1978,21.979,-298.265
B9,31.9908,10.395,-298.5108
B10,35.7311,-1.206,-298.265
C7,39.4126,-12.806,-297.5279
C8,29.6164,-20.026,-298.265
C9,19.7714,-27.213,-298.5108
C10,9.8938,-34.355,-298.265
D7,0,-41.44,-297.5279
D8,-9.8938,-34.355,-298.265
D9,-19.7714,-27.213,-298.5108
D10,-29.6164,-20.026,-298.265
E7,-39.4126,-12.806,-297.5279
E8,-35.7311,-1.206,-298.265
E9,-31.9908,10.395,-298.5108
E10,-28.1978,21.979,-298.265
A7,-24.3583,33.527,-297.5279
A12,-18.2947,42.054,-296.8788
A13,-6.1082,42.109,-297.3714
A14,6.1082,42.109,-297.3714
A15,18.2947,42.054,-296.8788
B11,30.3932,41.833,-295.9163
B12,34.3416,30.395,-296.8788
B13,38.1602,18.822,-297.3714
B14,41.9353,7.203,-297.3714
B15,45.6484,-4.404,-296.8788
C11,49.1772,-15.978,-295.9163
C12,39.519,-23.268,-296.8788
C13,29.6925,-30.476,-297.3714
C14,19.8093,-37.657,-297.3714
C15,9.9175,-44.775,-296.8788
D11,0,-51.708,-295.9163
D12,-9.9175,-44.775,-296.8788
D13,-19.8093,-37.657,-297.3714
D14,-29.6925,-30.476,-297.3714
D15,-39.519,-23.268,-296.8788
E11,-49.1772,-15.978,-295.9163
E12,-45.6484,-4.404,-296.8788
E13,-41.9353,7.203,-297.3714
E14,-38.1602,18.822,-297.3714
E15,-34.3416,30.395,-296.8788
A11,-30.3932,41.833,-295.9163
A17,-24.3201,50.35,-295.1501
A18,-12.2089,50.529,-295.8681
A19,0,50.571,-296.1128
A20,12.2089,50.529,-295.8681
A21,24.3201,50.35,-295.1501
B16,36.3917,50.089,-293.9506
B17,40.3703,38.689,-295.1501
B18,44.283,27.226,-295.8681
B19,48.0955,15.628,-296.1128
B20,51.8285,4.003,-295.8681
B21,55.4009,-7.57,-295.1501
C16,58.883,-19.132,-293.9506
C17,49.2703,-26.439,-295.1501
C18,39.5773,-33.702,-295.8681
C19,29.7247,-40.912,-296.1128
C20,19.8229,-48.054,-295.8681
C21,9.9195,-55.029,-295.1501
D16,0,-61.913,-293.9506
D17,-9.9195,-55.029,-295.1501
D18,-19.8229,-48.054,-295.8681
D19,-29.7247,-40.912,-296.1128
D20,-39.5773,-33.702,-295.8681
D21,-49.2703,-26.439,-295.1501
E16,-58.883,-19.132,-293.9506
E17,-55.4009,-7.57,-295.1501
E18,-51.8285,4.003,-295.8681
E19,-48.0955,15.628,-296.1128
E20,-44.283,27.226,-295.8681
E21,-40.3703,38.689,-295.1501
A16,-36.3917,50.089,-293.9506
A23,-30.3164,58.614,-293.0623
A24,-18.2175,58.833,-294.0187
A25,-6.1082,58.943,-294.4972
A26,6.1082,58.943,-294.4972
A27,18.2175,58.833,-294.0187
A28,30.3164,58.614,-293.0623
B22,42.3466,58.286,-291.633
B23,46.3765,46.946,-293.0623
B24,50.324,35.507,-294.0187
B25,54.1705,24.024,-294.4972
B26,57.9456,12.406,-294.4972
B27,61.583,0.855,-294.0187
B28,65.1131,-10.72,-293.0623
C22,68.5183,-22.263,-291.633
C23,58.9787,-29.599,-293.0623
C24,49.3194,-36.889,-294.0187
C25,39.5874,-44.095,-294.4972
C26,29.7042,-51.276,-294.4972
C27,19.8429,-58.304,-294.0187
C28,9.9256,-65.238,-293.0623
D22,0,-72.044,-291.633
D23,-9.9256,-65.238,-293.0623
D24,-19.8429,-58.304,-294.0187
D25,-29.7042,-51.276,-294.4972
D26,-39.5874,-44.095,-294.4972
D27,-49.3194,-36.889,-294.0187
D28,-58.9787,-29.599,-293.0623
E22,-68.5183,-22.263,-291.633
E23,-65.1131,-10.72,-293.0623
E24,-61.583,0.855,-294.0187
E25,-57.9456,12.406,-294.4972
E26,-54.1705,24.024,-294.4972
E27,-50.324,35.507,-294.0187
E28,-46.3765,46.946,-293.0623
A22,-42.3466,58.286,-291.633
A30,-36.257,66.794,-290.6273
A31,-24.2041,67.067,-291.8157
A32,-12.1119,67.231,-292.5295
A33,0,67.286,-292.7676
A34,12.1119,67.231,-292.5295
A35,24.2041,67.067,-291.8157
A36,36.257,66.794,-290.6273
B29,48.2509,66.412,-288.9663
B30,52.3202,55.123,-290.6273
B31,56.3045,43.745,-291.8157
B32,60.1972,32.295,-292.5295
B33,63.9921,20.793,-292.7676
B34,67.6828,9.257,-292.5295
B35,71.2635,-2.294,-291.8157
B36,74.7283,-13.842,-290.6273
C29,78.0715,-25.367,-288.9663
C30,68.5927,-32.725,-290.6273
C31,59.0022,-40.031,-291.8157
C32,49.3159,-47.271,-292.5295
C33,39.5493,-54.435,-292.7676
C34,29.7184,-61.509,-292.5295
C35,19.8391,-68.484,-291.8157
C36,9.9276,-75.348,-290.6273
D29,0,-82.089,-288.9663
D30,-9.9276,-75.348,-290.6273
D31,-19.8391,-68.484,-291.8157
D32,-29.7184,-61.509,-292.5295
D33,-39.5493,-54.435,-292.7676
D34,-49.3159,-47.271,-292.5295
D35,-59.0022,-40.031,-291.8157
D36,-68.5927,-32.725,-290.6273
E29,-78.0715,-25.367,-288.9663
E30,-74.7283,-13.842,-290.6273
E31,-71.2635,-2.294,-291.8157
E32,-67.6828,9.257,-292.5295
E33,-63.9921,20.793,-292.7676
E34,-60.1972,32.295,-292.5295
E35,-56.3045,43.745,-291.8157
E36,-52.3202,55.123,-290.6273
A29,-48.2509,66.412,-288.9663
A38,-42.3557,75.319,-287.7034
A39,-30.3251,75.648,-289.1332
A40,-18.2235,75.868,-290.0899
A41,-6.1137,75.978,-290.5687
A42,6.1137,75.978,-290.5687
A43,18.2235,75.868,-290.0899
A44,30.3251,75.648,-289.1332
A45,42.3557,75.319,-287.7034
B37,54.0974,74.459,-285.9538
B38,58.5437,63.558,-287.7034
B39,62.5741,52.218,-289.1332
B40,66.5231,40.776,-290.0899
B41,70.3699,29.293,-290.5687
B42,74.1484,17.664,-290.5687
B43,77.7858,6.113,-290.0899
B44,81.316,-5.464,-289.1332
B45,84.721,-17.008,-287.7034
C37,87.5314,-28.44,-285.9538
C38,78.5377,-36.038,-287.7034
C39,68.998,-43.375,-289.1332
C40,59.337,-50.666,-290.0899
C41,49.6047,-57.873,-290.5687
C42,39.7125,-65.06,-290.5687
C43,29.8508,-72.089,-290.0899
C44,19.931,-79.024,-289.1332
C45,10.0048,-85.83,-287.7034
D37,0,-92.036,-285.9538
D38,-10.0048,-85.83,-287.7034
D39,-19.931,-79.024,-289.1332
D40,-29.8508,-72.089,-290.0899
D41,-39.7125,-65.06,-290.5687
D42,-49.6047,-57.873,-290.5687
D43,-59.337,-50.666,-290.0899
D44,-68.998,-43.375,-289.1332
D45,-78.5377,-36.038,-287.7034
E37,-87.5314,-28.44,-285.9538
E38,-84.721,-17.008,-287.7034
E39,-81.316,-5.464,-289.1332
E40,-77.7858,6.113,-290.0899
E41,-74.1484,17.664,-290.5687
E42,-70.3699,29.293,-290.5687
E43,-66.5231,40.776,-290.0899
E44,-62.5741,52.218,-289.1332
E45,-58.5437,63.558,-287.7034
A37,-54.0974,74.459,-285.9538
A47,-48.1805,83.339,-284.5585
A48,-36.4062,84.13,-286.0717
A49,-24.3327,84.42,-287.2656
A50,-12.2194,84.572,-287.9906
A51,0,84.642,-288.2291
A52,12.2194,84.572,-287.9906
A53,24.3327,84.42,-287.2656
A54,36.4063,84.13,-286.0717
A55,48.1805,83.339,-284.5585
B46,59.8791,82.417,-282.599
B47,64.3708,71.576,-284.5585
B48,68.7616,60.622,-286.0717
B49,72.7681,49.229,-287.2656
B50,76.6559,37.756,-287.9906
B51,80.4986,26.156,-288.2291
B52,84.2079,14.513,-287.9906
B53,87.8066,2.946,-287.2656
B54,91.2619,-8.627,-286.0717
B55,94.148,-20.069,-284.5585
C46,96.8864,-31.48,-282.599
C47,87.9638,-39.102,-284.5585
C48,78.9032,-46.663,-286.0717
C49,69.3059,-53.994,-287.2656
C50,59.5954,-61.237,-287.9906
C51,49.7509,-68.476,-288.2291
C52,39.824,-75.601,-287.9906
C53,29.9348,-82.598,-287.2656
C54,19.9967,-89.461,-286.0717
C55,10.0062,-95.741,-284.5585
D46,0,-101.872,-282.599
D47,-10.0062,-95.741,-284.5585
D48,-19.9967,-89.461,-286.0717
D49,-29.9348,-82.598,-287.2656
D50,-39.824,-75.601,-287.9906
D51,-49.7509,-68.476,-288.2291
D52,-59.5954,-61.237,-287.9906
D53,-69.3059,-53.994,-287.2656
D54,-78.9032,-46.663,-286.0717
D55,-87.9638,-39.102,-284.5585
E46,-96.8864,-31.48,-282.599
E47,-94.148,-20.069,-284.5585
E48,-91.2619,-8.627,-286.0717
E49,-87.8066,2.946,-287.2656
E50,-84.2079,14.513,-287.9906
E51,-80.4986,26.156,-288.2291
E52,-76.6559,37.756,-287.9906
E53,-72.7681,49.229,-287.2656
E54,-68.7616,60.622,-286.0717
E55,-64.3708,71.576,-284.5585
A46,-59.8791,82.417,-282.599
A57,-53.9481,91.284,-281.064
A58,-42.2024,92.137,-282.7895
A59,-30.4101,92.832,-284.0733
A60,-18.3091,93.055,-285.0366
A61,-6.1137,93.223,-285.5038
A62,6.1137,93.223,-285.5038
A63,18.3091,93.055,-285.0366
A64,30.4101,92.832,-284.0733
A65,42.2024,92.137,-282.7895
A66,53.9481,91.284,-281.064
B56,65.5892,90.276,-278.9059
B57,70.1453,79.516,-281.064
B58,74.5863,68.609,-282.7895
B59,78.8912,57.609,-284.0733
B60,82.8419,46.169,-285.0366
B61,86.7704,34.622,-285.5038
B62,90.5489,22.993,-285.5038
B63,94.1576,11.343,-285.0366
B64,97.6857,-0.235,-284.0733
B65,100.6687,-11.665,-282.7895
B66,103.4871,-23.099,-281.064
C56,106.1255,-34.482,-278.9059
C57,97.3003,-42.14,-281.064
C58,88.2992,-49.734,-282.7895
C59,79.1676,-57.228,-284.0733
C60,69.5083,-64.52,-285.0366
C61,59.7408,-71.824,-285.5038
C62,49.8486,-79.012,-285.5038
C63,39.8834,-86.044,-285.0366
C64,29.963,-92.977,-284.0733
C65,20.0144,-99.346,-282.7895
C66,10.0104,-105.56,-281.064
D56,0,-111.587,-278.9059
D57,-10.0104,-105.56,-281.064
D58,-20.0144,-99.346,-282.7895
D59,-29.963,-92.977,-284.0733
D60,-39.8834,-86.044,-285.0366
D61,-49.8486,-79.012,-285.5038
D62,-59.7408,-71.824,-285.5038
D63,-69.5083,-64.52,-285.0366
D64,-79.1676,-57.228,-284.0733
D65,-88.2992,-49.734,-282.7895
D66,-97.3003,-42.14,-281.064
E56,-106.1255,-34.482,-278.9059
E57,-103.4871,-23.099,-281.064
E58,-100.6687,-11.665,-282.7895
E59,-97.6857,-0.235,-284.0733
E60,-94.1576,11.343,-285.0366
E61,-90.5489,22.993,-285.5038
E62,-86.7704,34.622,-285.5038
E63,-82.8419,46.169,-285.0366
E64,-78.8912,57.609,-284.0733
E65,-74.5863,68.609,-282.7895
E66,-70.1453,79.516,-281.064
A56,-65.5892,90.276,-278.9059
A68,-59.6308,99.108,-277.2399
A69,-47.9477,100.034,-279.1673
A70,-36.1897,100.804,-280.6583
A71,-24.375,101.416,-281.7107
A72,-12.1976,101.668,-282.4095
A73,0,101.752,-282.6426
A74,12.1976,101.668,-282.4095
A75,24.375,101.416,-281.7107
A76,36.1897,100.804,-280.6583
A77,47.9477,100.034,-279.1673
A78,59.6308,99.108,-277.2399
B67,71.2207,98.027,-274.8791
B68,75.8303,87.339,-277.2399
B69,80.3213,76.514,-279.1673
B70,84.6867,65.569,-280.6583
B71,88.9198,54.522,-281.7107
B72,92.9221,43.018,-282.4095
B73,96.7712,31.443,-282.6426
B74,100.4606,19.817,-282.4095
B75,103.9844,8.158,-281.7107
B76,107.0532,-3.268,-280.6583
B77,109.9546,-14.688,-279.1673
B78,112.6842,-26.086,-277.2399
C67,115.2376,-37.443,-274.8791
C68,106.4965,-45.129,-277.2399
C69,97.589,-52.746,-279.1673
C70,88.5289,-60.28,-280.6583
C71,79.3305,-67.719,-281.7107
C72,69.6266,-75.081,-282.4095
C73,59.8079,-82.318,-282.6426
C74,49.8905,-89.42,-282.4095
C75,39.8909,-96.374,-281.7107
C76,29.9728,-102.823,-280.6583
C77,20.008,-109.112,-279.1673
C78,10.0118,-115.23,-277.2399
D67,0,-121.168,-274.8791
D68,-10.0118,-115.23,-277.2399
D69,-20.008,-109.112,-279.1673
D70,-29.9728,-102.823,-280.6583
D71,-39.8909,-96.374,-281.7107
D72,-49.8905,-89.42,-282.4095
D73,-59.8079,-82.318,-282.6426
D74,-69.6266,-75.081,-282.4095
D75,-79.3305,-67.719,-281.7107
D76,-88.5289,-60.28,-280.6583
D77,-97.589,-52.746,-279.1673
D78,-106.4965,-45.129,-277.2399
E67,-115.2376,-37.443,-274.8791
E68,-112.6842,-26.086,-277.2399
E69,-109.9546,-14.688,-279.1673
E70,-107.0532,-3.268,-280.6583
E71,-103.9844,8.158,-281.7107
E72,-100.4606,19.817,-282.4095
E73,-96.7712,31.443,-282.6426
E74,-92.9221,43.018,-282.4095
E75,-88.9198,54.522,-281.7107
E76,-84.6867,65.569,-280.6583
E77,-80.3213,76.514,-279.1673
E78,-75.8303,87.339,-277.2399
A67,-71.2207,98.027,-274.8791
A80,-65.2835,106.913,-273.0346
A81,-53.6373,107.913,-275.1691
A82,-41.8868,108.758,-276.871
A83,-30.0914,109.444,-278.1308
A84,-18.3087,109.87,-278.9869
A85,-6.1133,110.038,-279.454
A86,6.1133,110.038,-279.454
A87,18.3087,109.87,-278.9869
A88,30.0914,109.444,-278.1308
A89,41.8868,108.758,-276.871
A90,53.6373,107.913,-275.1691
A91,65.2835,106.913,-273.0346
B79,76.7671,105.661,-270.5232
B80,81.5064,95.127,-273.0346
B81,86.0562,84.359,-275.1691
B82,90.4905,73.445,-276.871
B83,94.7883,62.439,-278.1308
B84,98.8343,51.364,-278.9869
B85,102.7628,39.818,-279.454
B86,106.5411,28.19,-279.454
B87,110.1497,16.539,-278.9869
B88,113.3858,5.202,-278.1308
B89,116.378,-6.229,-276.871
B90,119.2059,-17.665,-275.1691
B91,121.8538,-29.05,-273.0346
C79,124.2117,-40.358,-270.5232
C80,115.6573,-48.121,-273.0346
C81,106.823,-55.776,-275.1691
C82,97.813,-63.366,-276.871
C83,88.6738,-70.854,-278.1308
C84,79.3916,-78.124,-278.9869
C85,69.6243,-85.429,-279.454
C86,59.7327,-92.615,-279.454
C87,49.7676,-99.647,-278.9869
C88,39.9849,-106.229,-278.1308
C89,30.0387,-112.606,-276.871
C90,20.036,-118.83,-275.1691
C91,10.0263,-124.867,-273.0346
D79,0,-130.604,-270.5232
D80,-10.0263,-124.867,-273.0346
D81,-20.036,-118.83,-275.1691
D82,-30.0387,-112.606,-276.871
D83,-39.9849,-106.229,-278.1308
D84,-49.7676,-99.647,-278.9869
D85,-59.7327,-92.615,-279.454
D86,-69.6243,-85.429,-279.454
D87,-79.3916,-78.124,-278.9869
D88,-88.6738,-70.854,-278.1308
D89,-97.813,-63.366,-276.871
D90,-106.823,-55.776,-275.1691
D91,-115.6573,-48.121,-273.0346
E79,-124.2117,-40.358,-270.5232
E80,-121.8538,-29.05,-273.0346
E81,-119.2059,-17.665,-275.1691
E82,-116.378,-6.228,-276.871
E83,-113.3858,5.202,-278.1308
E84,-110.1497,16.539,-278.9869
E85,-106.5411,28.19,-279.454
E86,-102.7628,39.818,-279.454
E87,-98.8343,51.364,-278.9869
E88,-94.7883,62.439,-278.1308
E89,-90.4905,73.445,-276.871
E90,-86.0562,84.359,-275.1691
E91,-81.5064,95.127,-273.0346
A79,-76.7671,105.661,-270.5232
A93,-70.7961,114.503,-268.5466
A94,-59.2612,115.66,-270.8342
A95,-47.5535,116.591,-272.7372
A96,-35.7711,117.339,-274.2122
A97,-24.0135,117.852,-275.2718
A98,-12.2188,118.183,-275.9055
A99,0,118.281,-276.134
A100,12.2188,118.183,-275.9055
A101,24.0135,117.852,-275.2718
A102,35.7711,117.339,-274.2122
A103,47.5535,116.591,-272.7372
A104,59.2612,115.66,-270.8342
A105,70.7961,114.503,-268.5466
B92,82.2215,113.169,-265.8435
B93,87.021,102.715,-268.5466
B94,91.6858,92.102,-270.8342
B95,96.189,81.255,-272.7372
B96,100.5413,70.28,-274.2122
B97,104.6627,59.257,-275.2718
B98,108.6222,48.142,-275.9055
B99,112.4911,36.551,-276.134
B100,116.1738,24.9,-275.9055
B101,119.5039,13.58,-275.2718
B102,122.6491,2.24,-274.2122
B103,125.5787,-9.197,-272.7372
B104,128.3113,-20.62,-270.8342
B105,130.7754,-31.948,-268.5466
C92,133.0372,-43.226,-265.8435
C93,124.5781,-51.021,-268.5466
C94,115.9262,-58.737,-270.8342
C95,107.0016,-66.372,-272.7372
C96,97.9091,-73.902,-274.2122
C97,88.6987,-81.229,-275.2718
C98,79.351,-88.429,-275.9055
C99,69.5233,-95.69,-276.134
C100,59.5805,-102.793,-275.9055
C101,49.8439,-109.458,-275.2718
C102,40.0302,-115.954,-274.2122
C103,30.0584,-122.274,-272.7372
C104,20.0395,-128.403,-270.8342
C105,10.0275,-134.247,-268.5466
D92,0,-139.883,-265.8435
D93,-10.0275,-134.247,-268.5466
D94,-20.0395,-128.403,-270.8342
D95,-30.0584,-122.274,-272.7372
D96,-40.0302,-115.954,-274.2122
D97,-49.8439,-109.458,-275.2718
D98,-59.5805,-102.793,-275.9055
D99,-69.5233,-95.69,-276.134
D100,-79.351,-88.429,-275.9055
D101,-88.6987,-81.229,-275.2718
D102,-97.9091,-73.902,-274.2122
D103,-107.0016,-66.372,-272.7372
D104,-115.9262,-58.737,-270.8342
D105,-124.5781,-51.021,-268.5466
E92,-133.0372,-43.226,-265.8435
E93,-130.7754,-31.948,-268.5466
E94,-128.3113,-20.62,-270.8342
E95,-125.5787,-9.197,-272.7372
E96,-122.6491,2.24,-274.2122
E97,-119.5039,13.58,-275.2718
E98,-116.1738,24.9,-275.9055
E99,-112.4911,36.551,-276.134
E100,-108.6222,48.142,-275.9055
E101,-104.6627,59.257,-275.2718
E102,-100.5413,70.28,-274.2122
E103,-96.189,81.255,-272.7372
E104,-91.6858,92.102,-270.8342
E105,-87.021,102.715,-268.5466
A92,-82.2215,113.169,-265.8435
A107,-76.2241,121.98,-263.7254
A108,-64.733,123.22,-266.2082
A109,-53.1617,124.256,-268.2809
A110,-41.4072,125.09,-269.9596
A111,-29.6892,125.715,-271.2095
A112,-17.9049,126.133,-272.048
A113,-6.1133,126.344,-272.4704
A114,6.1133,126.344,-272.4704
A115,17.9049,126.133,-272.048
A116,29.6892,125.715,-271.2095
A117,41.4072,125.09,-269.9596
A118,53.1617,124.256,-268.2809
A119,64.733,123.22,-266.2082
A120,76.2241,121.98,-263.7254
B106,87.5775,120.541,-260.8456
B107,92.4548,110.188,-263.7254
B108,97.1849,99.642,-266.2082
B109,101.7458,88.957,-268.2809
B110,106.1719,78.036,-269.9596
B111,110.387,67.084,-271.2095
B112,114.4264,56.006,-272.048
B113,118.2708,44.857,-272.4704
B114,122.049,33.229,-272.4704
B115,125.4923,21.949,-272.048
B116,128.736,10.612,-271.2095
B117,131.763,-0.725,-269.9596
B118,134.6015,-12.162,-268.2809
B119,137.1921,-23.488,-266.2082
B120,139.5639,-34.799,-263.7254
C106,141.7034,-46.042,-260.8456
C107,133.3643,-53.88,-263.7254
C108,124.7966,-61.637,-266.2082
C109,116.0441,-69.276,-268.2809
C110,107.0251,-76.861,-269.9596
C111,97.9122,-84.254,-271.2095
C112,88.6243,-91.519,-272.048
C113,79.2087,-98.62,-272.4704
C114,69.3171,-105.807,-272.4704
C115,59.6536,-112.567,-272.048
C116,49.874,-119.156,-271.2095
C117,40.0268,-125.538,-269.9596
C118,30.0266,-131.772,-268.2809
C119,20.0563,-137.735,-266.2082
C120,10.0311,-143.486,-263.7254
D106,0,-148.995,-260.8456
D107,-10.0311,-143.486,-263.7254
D108,-20.0563,-137.735,-266.2082
D109,-30.0266,-131.772,-268.2809
D110,-40.0268,-125.538,-269.9596
D111,-49.874,-119.156,-271.2095
D112,-59.6536,-112.567,-272.048
D113,-69.3171,-105.807,-272.4704
D114,-79.2087,-98.62,-272.4704
D115,-88.6243,-91.519,-272.048
D116,-97.9122,-84.254,-271.2095
D117,-107.0251,-76.861,-269.9596
D118,-116.0441,-69.276,-268.2809
D119,-124.7966,-61.637,-266.2082
D120,-133.3643,-53.88,-263.7254
E106,-141.7034,-46.042,-260.8456
